2024年入库科技型中小企业名单（以下数据仅限于科技型中小企业评价工作的相关应用，严禁数据公开或用于其他任何非授权目的）,,,,,
26648,河南天成矿山起重机有限公司,,,,
26649,唐河县益宏再生资源有限公司,,,,
26650,南阳飞翔新能源有限公司,,,,
26651,宝丰县瑞岸科技开发有限公司,,,,
26652,西峡县启洋农业科技有限公司,,,,
26653,中北宏远（新乡）智慧城市建设有限公司,,,,
26654,南阳三石矿产品有限公司,,,,
26655,洛阳弘兴工贸有限公司,,,,
26656,河南省征奥电子科技有限公司,,,,
26657,郑州润雨农业科技有限公司,,,,
26658,新野县青青园种植专业合作社,,,,
26659,洛阳汇笙活智能科技有限公司,,,,
26660,河南青木环保科技有限公司,,,,
26661,郑州欣昌科技有限公司,,,,
26662,濮阳静修网络科技有限公司,,,,
26663,林州市大朋友网络科技有限公司,,,,
26664,河南运达科技有限公司,,,,
26665,河南省豫邓春酒业有限公司,,,,
26666,河南景科源生物科技有限公司,,,,
26667,南阳芸林农业科技开发有限公司,,,,
26668,南阳市豫安消防科技有限公司,,,,
26669,南召县瑞薪石业有限公司,,,,
26670,新野县耀世建筑装饰有限责任公司,,,,
26671,新乡市志虹机械有限公司,,,,
26672,河南郁兰馨生物科技有限公司,,,,
26673,郑州有充智能科技有限公司,,,,
26674,唐河县群富生猪养殖专业合作社,,,,
26675,河南旭金矿业有限公司,,,,
26676,新乡丰光新能源科技有限公司,,,,
26677,郑州虎鱼数字科技有限公司,,,,
26678,焦作市太极庄商贸有限责任公司,,,,
26679,商丘市华康药业有限公司,,,,
26680,郑州新中软科技有限公司,,,,
26681,河南迷迭香生物科技有限公司,,,,
26682,郑州至臻信息科技有限公司,,,,
26683,洛阳中联达盛生物科技有限公司,,,,
26684,河南亚太医疗用品有限公司,,,,
26685,河南聪明核桃教育科技有限公司,,,,
26686,河南捷威特信息技术有限公司,,,,
26687,河南等风来网络科技有限公司,,,,
26688,河南省宇博信息技术有限公司,,,,
26689,河南省新思特医疗器械有限公司,,,,
26690,河南汉尔普流体科技有限公司,,,,
26691,南召县利贞石材有限公司,,,,
26692,邓州市兴群农作物种植专业合作社,,,,
26693,新野县安鑫商贸有限公司,,,,
26694,洛阳市水龙泵业有限公司,,,,
26695,春缆电线电缆有限公司,,,,
26696,新乡市鹏铖信息技术有限公司,,,,
26697,河南旭昂塑胶有限公司,,,,
26698,河南牧牛庄园生态农业开发有限公司,,,,
26699,郑州跃博新能源汽车科技有限公司,,,,
26700,三门峡盛源振兴服饰有限公司,,,,
26701,平顶山市宏冉实业有限公司,,,,
26702,洛阳优网网络科技有限公司,,,,
26703,南召县居伟石材有限公司,,,,
26704,新野县清远棉织有限公司,,,,
26705,洛阳报业报刊销售有限公司,,,,
26706,洛阳图林文化科技有限公司,,,,
26707,新野县常兴实业有限公司,,,,
26708,春华秋实（郑州）数字科技有限公司,,,,
26709,新野县祥鑫农作物种植专业合作社,,,,
26710,栾川鑫豕源养殖有限公司,,,,
26711,新乡易弘网络信息技术有限公司,,,,
26712,新野县华翔包装科技有限公司,,,,
26713,河南信步实业有限公司,,,,
26714,安阳银恒网络科技有限公司,,,,
26715,辉县市蓝翔建材有限公司,,,,
26716,林州市德锶信息技术有限公司,,,,
26717,唐河县沁源蛋品有限公司,,,,
26718,南阳照亮建筑工程有限公司,,,,
26719,新野正明科技饲料有限公司,,,,
26720,新乡市通佳工业装备科技有限公司,,,,
26721,新野县鼎宜纺织有限公司,,,,
26722,南召县明方石业有限公司,,,,
26723,河南省中在说文化传播有限公司,,,,
26724,河南离火网络科技有限公司,,,,
26725,河南恒昌新型墙体材料有限公司,,,,
26726,唐河县郝涛农业种植专业合作社,,,,
26727,新野县新阳洗涤有限公司,,,,
26728,河南华祥古建工程有限公司,,,,
26729,河南中油管网技术有限公司,,,,
26730,河南三农大数据研究院有限公司,,,,
26731,河南安比邻信息科技有限公司,,,,
26732,河南广威智能科技有限公司,,,,
26733,河南东济堂文化传播有限公司,,,,
26734,河南林创电子科技有限公司,,,,
26735,南阳天之源矿业有限公司,,,,
26736,河南筑研大数据研究院有限公司,,,,
26737,邓州市宇恒耐火陶瓷制品有限公司,,,,
26738,洛阳玖贝医疗科技有限公司,,,,
26739,河南捷栋升信息技术有限公司,,,,
26740,河南省天铭药业有限公司,,,,
26741,河南今捷财务咨询有限公司,,,,
26742,南阳市付涛建材有限公司,,,,
26743,今捷国际控股有限公司,,,,
26744,洛阳中今捷知识产权有限公司,,,,
26745,唐河县星昊农业农机专业合作社,,,,
26746,南召东瑞钙业有限公司,,,,
26747,洛阳今捷软件科技有限公司,,,,
26748,河南食慧多农业发展有限公司,,,,
26749,南阳科睿机械铸造有限公司,,,,
26750,新野县钜峰电子科技有限公司,,,,
26751,洛阳今捷众创空间有限公司,,,,
26752,桐柏县润泽农林有限公司,,,,
26753,新野县淯湍小麦专业合作社,,,,
26754,新野洪泰鞋材有限公司,,,,
26755,河南艾博斯新材料科技有限公司,,,,
26756,南阳捷诚机械有限公司,,,,
26757,新野县祥元农业有限公司,,,,
26758,新野县振新农作物种植专业合作社,,,,
26759,郑州策发商贸有限公司,,,,
26760,南阳华锐新能源有限公司,,,,
26761,南阳国瑞机械制造有限公司,,,,
26762,河南新丝路农业发展有限公司,,,,
26763,新野县兴财食用菌种植专业合作社,,,,
26764,新野县炳云农资有限公司,,,,
26765,新野县于伟农业种植专业合作社,,,,
26766,南召县盈弘地毯工艺品有限公司,,,,
26767,南召县华锋石业有限公司,,,,
26768,南召鑫冠风力发电有限公司,,,,
26769,河南省飘之瑜文化传媒有限公司,,,,
26770,洛阳市磊鑫建材有限公司,,,,
26771,中益恒旭（河南）新能源科技发展有限公司,,,,
26772,唐河县星含建材有限公司,,,,
26773,南阳领翔智能仓储装备有限公司,,,,
26774,河南康勒迪医疗器械有限公司,,,,
26775,南召县盛宏石材有限公司,,,,
26776,唐河县张孟农业专业合作社,,,,
26777,唐河县林申农业专业合作社,,,,
26778,洛阳益生堂生物科技有限公司,,,,
26779,洛阳方奇建材有限公司,,,,
26780,河南霖皓达工程实业有限公司,,,,
26781,河南顿阳实业有限公司,,,,
26782,商丘耀辉新能源科技有限公司,,,,
26783,沈丘县英博食品有限公司,,,,
26784,长葛市瑞恒金属制造有限公司,,,,
26785,新乡市亿鑫环境工程有限公司,,,,
26786,沈丘县琪琪纸制品有限公司,,,,
26787,速卫（河南）重工有限公司,,,,
26788,西峡县禄康源百货有限公司,,,,
26789,南阳浙豫农业科技发展有限公司,,,,
26790,河南兴兴管道修复设备有限公司,,,,
26791,河南志天起重机集团有限公司,,,,
26792,郑州陆航特种新材料有限公司,,,,
26793,南阳恒泰欣石材有限公司,,,,
26794,盘金手网络科技（河南）有限公司,,,,
26795,洛阳方象云信息科技服务有限公司,,,,
26796,濮阳市科特石油工程技术有限公司,,,,
26797,唐河县春远生态农业专业合作社,,,,
26798,邓州市鑫穗康农业科技有限公司,,,,
26799,河南骄阳新能源科技有限公司,,,,
26800,平顶山市易中得科技有限公司,,,,
26801,河南倍源信息技术有限公司,,,,
26802,唐河县普农农业专业合作社,,,,
26803,沈丘县紫东槐山羊良种繁育有限公司,,,,
26804,五壹零品牌（河南）管理咨询有限公司,,,,
26805,水新国科（河南）节能技术有限公司,,,,
26806,平顶山市宇和顺实业有限公司,,,,
26807,洛阳普霖环保科技有限公司,,,,
26808,睢县庚瑞鞋业有限公司,,,,
26809,河南九浚暖通设备有限公司,,,,
26810,河南省大自然农牧有限公司,,,,
26811,洛阳弘展传动科技有限公司,,,,
26812,驻马店经济开发区英起博发信息技术服务有限公司,,,,
26813,安阳创佳广告发展有限公司,,,,
26814,洛阳鸿景轴承科技有限公司,,,,
26815,唐河县恒宏建筑劳务有限公司,,,,
26816,洛阳赛轩通讯工程有限公司,,,,
26817,南阳市军瑜木业有限公司,,,,
26818,西峡县鑫盛昌矿业有限公司,,,,
26819,潢川县霖露农副产品有限公司,,,,
26820,三门峡市放心食品有限公司,,,,
26821,河南爱微米教育科技有限公司,,,,
26822,河南郑商医疗生物科技有限公司,,,,
26823,河南智林电子科技有限公司,,,,
26824,洛阳京航科技园开发有限公司,,,,
26825,河南众仁电力设备有限公司,,,,
26826,洛阳俊昊机械科技有限公司,,,,
26827,唐河县众发农业种植专业合作社,,,,
26828,周口豫瑞生物养殖有限公司,,,,
26829,洛阳京航星空科技服务有限公司,,,,
26830,洛阳科丰电气科技开发有限公司,,,,
26831,南阳丹霖生物科技有限公司,,,,
26832,郑州柯力传感科技有限公司,,,,
26833,河南豫雪电器有限公司,,,,
26834,河南省华建节能技术有限公司,,,,
26835,南召县樊氏石业有限公司,,,,
26836,郑州美灵生物技术有限责任公司,,,,
26837,新野县振华农作物种植专业合作社,,,,
26838,河南嘉新信息技术有限公司,,,,
26839,新野钰众堂生物科技有限公司,,,,
26840,河南省永博牧业有限公司,,,,
26841,河南省科宇矿山起重机械有限公司,,,,
26842,栾川亿丰源农业技术开发有限公司,,,,
26843,商丘仁海实业有限公司,,,,
26844,河南中控环保科技有限公司,,,,
26845,河南君酌再生资源有限公司,,,,
26846,河南陆昌新材料有限公司,,,,
26847,河南旭翔智能科技有限公司,,,,
26848,河南安得医疗科技有限公司,,,,
26849,睢县高华鞋材有限公司,,,,
26850,河南明新源科技有限公司,,,,
26851,新野县锦翔纺织有限公司,,,,
26852,新乡善通医学检验实验室有限公司,,,,
26853,宁陵县月亮湾特色产业开发有限公司,,,,
26854,南召县尚水堂旅游开发有限公司,,,,
26855,郑州飞度电子科技有限公司,,,,
26856,三门峡中原量仪股份有限公司,,,,
26857,南阳佳通网络技术服务有限公司,,,,
26858,洛阳晶体动漫设计有限公司,,,,
26859,河南半岛智能装备有限公司,,,,
26860,南阳亚联实业发展有限公司,,,,
26861,河南卓远建筑安装工程有限公司,,,,
26862,信阳向日葵信息技术有限公司,,,,
26863,唐河县林田农业种植专业合作社,,,,
26864,濮阳力安测控技术有限公司,,,,
26865,社旗县隋森建材有限公司,,,,
26866,河南钱塘汇信息科技有限公司,,,,
26867,洛阳盛隆钨钼合金有限公司,,,,
26868,沈丘县森晟电子科技有限公司,,,,
26869,南阳市欣雨农业开发有限公司,,,,
26870,洛阳耕硕地质勘查技术有限责任公司,,,,
26871,南阳思想城技术有限公司,,,,
26872,河南利航机电设备有限公司,,,,
26873,洛阳子如艺术培训有限公司,,,,
26874,郑州圆点物联科技有限公司,,,,
26875,河南兴华制冷设备有限公司,,,,
26876,河南钇宏钢结构工程有限公司,,,,
26877,河南拓都工贸有限公司,,,,
26878,河南金硕康饲料有限公司,,,,
26879,郑州出神入画信息科技有限公司,,,,
26880,商丘市稳盈工量具有限公司,,,,
26881,新乡市宏伟电子仪表有限公司,,,,
26882,唐河县大行德广农牧有限公司,,,,
26883,新野辉宏工程有限公司,,,,
26884,平顶山市黑冰传媒有限公司,,,,
26885,西峡众鑫瑞钢化玻璃有限公司,,,,
26886,新野县棘阳关农作物种植专业合作社,,,,
26887,河南森际装饰材料有限公司,,,,
26888,唐河县义信农业种植专业合作社,,,,
26889,沈丘县旭鑫服饰有限公司,,,,
26890,郑州一龙建材有限公司,,,,
26891,南阳市莲花湖健康养老产业园有限公司,,,,
26892,洛阳强盛自动化科技有限公司,,,,
26893,洛阳荣灏电子制造有限公司,,,,
26894,郑州和康环保科技有限公司,,,,
26895,河南古方文化传媒有限公司,,,,
26896,唐河县天仓农作物种植专业合作社,,,,
26897,河南慕比特信息科技有限公司,,,,
26898,河南省博之宇新能源科技有限公司,,,,
26899,周口金泰金属材料有限公司,,,,
26900,河南丰村药业有限公司,,,,
26901,沈丘县伟创电子有限公司,,,,
26902,邓州市万佳电子科技有限公司,,,,
26903,河南安宏安全技术有限公司,,,,
26904,郑州龙元企业管理集团有限公司,,,,
26905,郑州石芽能源科技有限公司,,,,
26906,洛阳弘义智慧城市建设服务有限公司,,,,
26907,社旗县旺旺建筑有限公司,,,,
26908,河南省迈创威电子科技有限公司,,,,
26909,永城市昌源面粉有限公司,,,,
26910,河南栩赢供应链有限公司,,,,
26911,河南大安检测技术有限公司,,,,
26912,河南盛世健康信息咨询有限公司,,,,
26913,河南锦洋测绘有限公司,,,,
26914,河南狼行旅游开发有限公司,,,,
26915,河南盾汀实业有限公司,,,,
26916,方城县柳河邢庵互助光荣农作物种植专业合作社,,,,
26917,南召县欣泰矿产品有限公司,,,,
26918,唐河县青焕农业种植专业合作社,,,,
26919,新野县旺玉农作物种植专业合作社,,,,
26920,河南慧读教育科技有限公司,,,,
26921,唐河县红兴达仓储服务有限公司,,,,
26922,新野县旭鑫农业有限公司,,,,
26923,洛阳维度能源产业园有限公司,,,,
26924,河南汇邦建材有限公司,,,,
26925,河南富业智能建设有限公司,,,,
26926,河南省三顾缘装饰集团有限公司,,,,
26927,中部智谷（河南）科技发展有限公司,,,,
26928,河南华信环保材料有限公司,,,,
26929,唐河县瑞禾包装制品有限公司,,,,
26930,郑州中懋实业有限公司,,,,
26931,南召县龙源矿业有限公司,,,,
26932,新乡市恒升起重机械有限公司,,,,
26933,许昌泽润机电设备有限公司,,,,
26934,濮阳市佳创电子科技有限公司,,,,
26935,南阳市金盾劳务派遣服务有限公司,,,,
26936,睢县海燕之家鞋服有限公司,,,,
26937,南阳科宏冶金装备制造有限公司,,,,
26938,禹州市金谷农产品科技有限公司,,,,
26939,社旗县威仕箱包有限公司,,,,
26940,沈丘县紫达电子有限公司,,,,
26941,唐河县栗东章农业专业合作社,,,,
26942,河南尧山酒业有限公司,,,,
26943,河南觅云仓信息科技有限公司,,,,
26944,河南海疆石化科技有限公司,,,,
26945,河南东霖玻璃科技有限公司,,,,
26946,河南卓鲜供应链管理有限公司,,,,
26947,河南诚耐电气设备有限公司,,,,
26948,郑州申泰仪表制造有限公司,,,,
26949,新乡市信创筛分机械有限公司,,,,
26950,河南悦景建筑材料有限公司,,,,
26951,河南奋钧精密轴承科技有限公司,,,,
26952,太康县永春种植专业合作社,,,,
26953,南阳鸿坤机械制造有限公司,,,,
26954,河南护农种业科技有限公司,,,,
26955,南召县宏威矿产品有限公司,,,,
26956,河南洲亚网络技术有限公司,,,,
26957,河南蔻浩网络科技有限公司,,,,
26958,南召县千石万岩石业有限公司,,,,
26959,新野县仓粟农作物种植专业合作社,,,,
26960,洛阳后博新材料技术有限公司,,,,
26961,河南泓邦新型建材有限公司,,,,
26962,邓州市昊德电子有限公司,,,,
26963,河南奥利给供应链管理有限公司,,,,
26964,洛阳升佳机械设备有限公司,,,,
26965,河南乐诺医疗科技有限公司,,,,
26966,河南星鹏能源科技有限公司,,,,
26967,河南牧多乐生物科技有限公司,,,,
26968,商丘市庆源机械设备有限公司,,,,
26969,河南静旭电子科技有限公司,,,,
26970,河南恒晟检测技术有限公司,,,,
26971,睢县创兴鞋材有限公司,,,,
26972,河南邦尔环保科技有限公司,,,,
26973,奥谱检测技术有限公司,,,,
26974,河南景奇玻璃门窗有限公司,,,,
26975,永城市梦之缘纺织品有限公司,,,,
26976,河南金鹰建设集团有限公司,,,,
26977,河南新兰德教育科技集团有限公司,,,,
26978,小牛（南阳）新能源科技有限公司,,,,
26979,周口麒麟轩商贸有限公司,,,,
26980,河南硕博鹏翔企业管理咨询有限公司,,,,
26981,河南中消物联科技有限公司,,,,
26982,河南巨高开关有限公司,,,,
26983,洛阳仟诚办公家具有限公司,,,,
26984,河南博跃医疗科技有限公司,,,,
26985,安阳市朝华科技有限责任公司,,,,
26986,新野县国旗中药材种植专业合作社,,,,
26987,三门峡云智检技术服务有限公司,,,,
26988,洛阳恒丰冶金科技有限公司,,,,
26989,河南兴兴管道修复材料有限公司,,,,
26990,濮阳京中世纪产业园管理有限公司,,,,
26991,西峡县森亿新材料有限公司,,,,
26992,河南橡诺食品有限公司,,,,
26993,南阳行百川建材有限公司,,,,
26994,洛阳仟源办公家具有限公司,,,,
26995,郑州金泰利工程科技有限公司,,,,
26996,新乡市杰科医疗器械有限公司,,,,
26997,永城瑞和服装有限公司,,,,
26998,三顾（南阳）科技有限公司,,,,
26999,南阳市龙华劳务派遣有限公司,,,,
27000,河南鸿惠升智能科技有限公司,,,,
27001,郑州恒通空气炮有限公司,,,,
27002,南阳斯特聚能新能源有限公司,,,,
27003,河南金之悦科技有限公司,,,,
27004,郑州美创信息科技有限公司,,,,
27005,河南海象信息技术有限公司,,,,
27006,永城市东星电子科技有限公司,,,,
27007,河南科明建设工程有限公司,,,,
27008,唐河县李付增农业种植专业合作社,,,,
27009,安阳小聚网络科技有限公司,,,,
27010,河南省崇陵起重机电有限公司,,,,
27011,云开网络科技（河南）有限责任公司,,,,
27012,郑州朵比网络科技有限公司,,,,
27013,南阳川菌农业科技有限公司,,,,
27014,长葛市通用机械有限公司,,,,
27015,郑州航空港区全速通供应链管理有限公司,,,,
27016,郑州方宇科技有限公司,,,,
27017,商城县蓝鑫工贸有限公司,,,,
27018,河南日日兴实业有限公司,,,,
27019,河南中楷智能绿色建筑有限公司,,,,
27020,河南万景数字科技有限公司,,,,
27021,河南省华博新材料科技有限公司,,,,
27022,洛阳迈博家具有限公司,,,,
27023,新野县开泰实业有限公司,,,,
27024,河南金帖教育科技有限公司,,,,
27025,洛阳知安安全科技有限公司,,,,
27026,河南一付良方健康科技有限公司,,,,
27027,社旗县亿源生物科技有限公司,,,,
27028,郑州山鹰实业有限公司,,,,
27029,邓州市恒茂服饰有限公司,,,,
27030,河南能微新材料科技有限公司,,,,
27031,河南省南召县和家颜涂料有限公司,,,,
27032,河南极目智能科技有限公司,,,,
27033,桐柏县青诚工程建设有限公司,,,,
27034,唐河县郝峰农业种植专业合作社,,,,
27035,企小二（洛阳）企业服务有限公司,,,,
27036,河南也悦科技有限公司,,,,
27037,洛阳嘉宁环保科技有限公司,,,,
27038,河南省君安保安服务有限公司,,,,
27039,新乡市恒兴达环保科技有限公司,,,,
27040,河南顺禾园科技产业园有限公司,,,,
27041,西峡县（宛西）高投润沃新能源科技有限公司,,,,
27042,洛阳宝特办公家具有限公司,,,,
27043,南召县美盛生态农业开发有限公司,,,,
27044,唐河县德道农业技术开发有限公司,,,,
27045,新野县永发粮油购销有限公司,,,,
27046,河南城之脉建筑工程作业分包有限公司,,,,
27047,河南鑫浩门窗安装工程有限公司,,,,
27048,安阳市中通网络科技有限责任公司,,,,
27049,郑州鹿先生农业科技有限公司,,,,
27050,河南客所思信息技术有限公司,,,,
27051,安阳市芮晟新能源有限公司,,,,
27052,新野县丛建农机专业合作社,,,,
27053,社旗县益民林果有限公司,,,,
27054,新野县新大鹏粮油有限公司,,,,
27055,河南茶树花农业科技有限公司,,,,
27056,河南帛双农业有限公司,,,,
27057,河南省好甜甜食品有限公司,,,,
27058,洛阳盈超实业有限公司,,,,
27059,社旗县月瀚建材有限公司,,,,
27060,河南省益铭槐山羊农牧服务有限公司,,,,
27061,中瑞浩祥科技有限公司,,,,
27062,新野县顺扬建筑工程有限公司,,,,
27063,唐河县炳印农作物种植专业合作社,,,,
27064,永城市精芯印刷科技有限公司,,,,
27065,安阳引领网络科技有限责任公司,,,,
27066,南阳晟铭流量仪表有限公司,,,,
27067,河南艾玛医疗科技有限公司,,,,
27068,沈丘县华盛服装有限公司,,,,
27069,新野县亿兴农业实业有限公司,,,,
27070,河南合纵安信息技术有限公司,,,,
27071,郑州甲壳虫科技有限公司,,,,
27072,南阳煜溢农业科技有限公司,,,,
27073,洛阳瑞成轴承有限责任公司,,,,
27074,河南好运祥耐材有限公司,,,,
27075,南阳西树农业科技有限公司,,,,
27076,商丘市吉航服饰有限公司,,,,
27077,濮阳市觉美工业设计有限公司,,,,
27078,河南后地科技实业发展有限责任公司,,,,
27079,唐河县润雨农业农机专业合作社,,,,
27080,三门峡崤云视联科技有限公司,,,,
27081,河南唐启电子商务有限公司,,,,
27082,栾川县黑元高山农牧开发有限公司,,,,
27083,洛阳同禾筛网有限公司,,,,
27084,新乡县华北机电有限公司,,,,
27085,河南果然甜食品有限公司,,,,
27086,河南联筑建筑工程有限公司,,,,
27087,郑州亚飞凌电子产品有限公司,,,,
27088,南阳绿彤农业开发有限公司,,,,
27089,河南健恒动物药业有限公司,,,,
27090,辉县市英达机械有限公司,,,,
27091,河南中矿起重设备有限公司,,,,
27092,郑州辉航机械设备有限公司,,,,
27093,洛阳市化学试剂厂,,,,
27094,商丘金花布业有限公司,,,,
27095,永城市海通耐磨耐热合金铸造有限公司,,,,
27096,新野县锦丰源牧业有限公司,,,,
27097,南召县红阳工艺品有限公司,,,,
27098,郑州丰之园农业科技有限公司,,,,
27099,西峡县腾辉农产品有限公司,,,,
27100,唐河县中阁农业专业合作社,,,,
27101,河南乡村乐信息工程有限公司,,,,
27102,南召县泰源矿产品有限公司,,,,
27103,洛阳昱凡信息科技有限公司,,,,
27104,桐柏县麦香坊食品有限公司,,,,
27105,洛阳市崇正办公家具有限公司,,,,
27106,南阳市江腾建材有限公司,,,,
27107,新野县献平农机服务专业合作社,,,,
27108,南阳市泽信建筑材料有限公司,,,,
27109,河南可中信息技术有限公司,,,,
27110,郑州法柯隆生物技术有限公司,,,,
27111,郑州宇冠实业有限公司,,,,
27112,河南崇奎装饰工程有限公司,,,,
27113,郑州景人建筑劳务有限公司,,,,
27114,南阳市辉勤建筑材料有限公司,,,,
27115,平顶山市石龙区新龙机动车辆检测有限公司,,,,
27116,河南归根生态生物科技有限公司,,,,
27117,郑州强固智能科技有限公司,,,,
27118,方城县柳河孟庄互助光荣农作物种植专业合作社,,,,
27119,新野县洪沣纺织有限公司,,,,
27120,河南转宇科技有限公司,,,,
27121,桐柏县沃丰源生态农业发展有限公司,,,,
27122,河南口水娃食品有限公司,,,,
27123,洛阳东利通信有限公司,,,,
27124,南阳昌裕包装有限公司,,,,
27125,河南沃歌斯智能时装有限公司,,,,
27126,南阳品显科技有限公司,,,,
27127,南召县瑾盛有机肥有限公司,,,,
27128,管家智服（河南）信息科技有限公司,,,,
27129,新野县维静园林绿化有限公司,,,,
27130,商丘市邓伟门窗配件有限公司,,,,
27131,河南凯姆敦克计算机有限公司,,,,
27132,南召县鸿越石材有限公司,,,,
27133,南阳喜和净化科技有限公司,,,,
27134,河南凌宙化工有限公司,,,,
27135,南阳龙纳金属制品有限公司,,,,
27136,郑州涛声振振网络科技有限公司,,,,
27137,南阳金恒再生资源回收有限公司,,,,
27138,南阳鑫祥养殖有限公司,,,,
27139,企知（河南）创新科技成果转化有限公司,,,,
27140,河南省家家香食品有限公司,,,,
27141,河南钰铜电工有限公司,,,,
27142,嵩县乾度农业开发有限公司,,,,
27143,南召县翔裕实业有限公司,,,,
27144,邓州市合胜信息科技有限公司,,,,
27145,正禄材料科技（洛阳）有限公司,,,,
27146,永城市华辰服装有限公司,,,,
27147,洛阳创蓝流体科技有限公司,,,,
27148,南阳市幸福树实业发展有限公司,,,,
27149,河南省领克石油装备有限公司,,,,
27150,方城县柳河陶庄聚爱农牧专业合作社,,,,
27151,南阳市七晟钓具有限公司,,,,
27152,南阳英威东风压力容器制造有限公司,,,,
27153,南阳多宝利矿业有限公司,,,,
27154,南召县东垭照明有限公司,,,,
27155,西峡县福美包装材料有限公司,,,,
27156,嵩县新航向科技培训有限责任公司,,,,
27157,河南明德惟馨供应链有限公司,,,,
27158,河南和合惠物联网科技有限公司,,,,
27159,南阳云庭新材料有限公司,,,,
27160,河南德鑫汽车服务有限公司,,,,
27161,郑州德润游乐机械有限公司,,,,
27162,河南壹测吧网络技术有限公司,,,,
27163,南阳市贺嘉钙业有限公司,,,,
27164,河南丰沃供应链管理有限公司,,,,
27165,巩义市鼎大耐火材料有限公司,,,,
27166,河南凯辉实业有限公司,,,,
27167,郑州市明天标识标牌有限公司,,,,
27168,河南杰顿油气开发有限公司,,,,
27169,无线可能信息科技（河南）有限公司,,,,
27170,河南嘉禾信息技术有限公司,,,,
27171,许昌市炫丽包装材料有限公司,,,,
27172,河南爱诺营养技术有限公司,,,,
27173,鹿邑县鑫隆包装有限公司,,,,
27174,新乡市新瑞电池材料有限公司,,,,
27175,许昌市蓝宇环保科技有限公司,,,,
27176,河南一澳医疗科技有限公司,,,,
27177,唐河县合彬农作物种植专业合作社,,,,
27178,河南公里派数据服务有限公司,,,,
27179,洛阳市昶特机电工程有限公司,,,,
27180,河南仁合餐饮管理有限公司,,,,
27181,三门峡市好阳农牧有限公司,,,,
27182,登封市颍鑫新材料有限公司,,,,
27183,周口市泰宏数据科技有限公司,,,,
27184,河南永锋光电有限公司,,,,
27185,南召县瑞远达新型建材有限公司,,,,
27186,商丘恒兴机械设备有限公司,,,,
27187,河南看门狗网络科技有限公司,,,,
27188,河南省南小贤调味食品有限责任公司,,,,
27189,河南豫康君邦劳务有限公司,,,,
27190,洛阳创优农业有限公司,,,,
27191,新野县双峰棉业有限公司,,,,
27192,河南环友环保科技有限公司,,,,
27193,河南汇科自动化设备有限公司,,,,
27194,河南康迪药械有限公司,,,,
27195,河南西融新材料科技有限公司,,,,
27196,河南融泰技术有限公司,,,,
27197,洛阳博奥医院管理有限公司,,,,
27198,新野县正浩纺织有限公司,,,,
27199,河南如世恒工程技术有限公司,,,,
27200,河南省源拓智能装备有限公司,,,,
27201,孟津俩海标准件制造有限公司,,,,
27202,南阳乾成矿业有限公司,,,,
27203,洛阳乐吸塑业有限公司,,,,
27204,南召县宏业畜牧有限公司,,,,
27205,新乡策羽新能源科技有限公司,,,,
27206,新乡市柚子财税服务有限公司,,,,
27207,运达企服集团（河南）有限公司,,,,
27208,南阳月季产业发展有限公司,,,,
27209,唐河县书国农业种植专业合作社,,,,
27210,开封市永平工贸有限公司,,,,
27211,郑州长征仪器制造有限公司,,,,
27212,河南奥威广告印务有限公司,,,,
27213,郑州建东科技股份有限公司,,,,
27214,周口市新业塑编有限公司,,,,
27215,河南龙宝企业管理咨询有限公司,,,,
27216,郑州百特供应链管理有限责任公司,,,,
27217,河南伟诚新能源科技有限公司,,,,
27218,商丘市舒利珀鞋业有限公司,,,,
27219,河南省锦昱铝业有限公司,,,,
27220,河南省圣达奥纸制品有限公司,,,,
27221,南阳亿源农业科技生态园有限公司,,,,
27222,中易康复辅具服务有限责任公司,,,,
27223,河南众合科技有限公司,,,,
27224,河南启发教育科技有限公司,,,,
27225,南阳涵康网络科技有限公司,,,,
27226,新野跃辉棉织有限公司,,,,
27227,南阳迅宝节能科技有限公司,,,,
27228,河南帝禾建设工程有限公司,,,,
27229,南阳新富民农业发展有限公司,,,,
27230,河南德微化工科技有限公司,,,,
27231,新野善灸堂生物科技有限公司,,,,
27232,河南金福华医疗科技有限公司,,,,
27233,河南飞涵实业有限公司,,,,
27234,河南富鑫建材有限公司,,,,
27235,西峡县润泽农林工程服务有限公司,,,,
27236,邓州市航丰农业科技有限公司,,,,
27237,河南众智电力工程设计有限公司,,,,
27238,西峡县博能新能源科技有限公司,,,,
27239,河南显峰科技咨询服务有限公司,,,,
27240,南阳恒久生物科技有限公司,,,,
27241,郑州市鑫鑫铝业有限公司,,,,
27242,郑州景灿电子科技有限公司,,,,
27243,焦作市嘉美门业有限公司,,,,
27244,郑州河硕诚生物科技有限公司,,,,
27245,唐河县大河屯镇褚庄农业专业合作社,,,,
27246,新野美灸堂生物科技有限公司,,,,
27247,新野县万晟隆业包装有限公司,,,,
27248,南召县汇鑫石材有限公司,,,,
27249,河南省极点电子科技有限公司,,,,
27250,南阳市臻田农业开发有限公司,,,,
27251,濮阳市建省食品有限公司,,,,
27252,洛阳陆贤机械科技有限公司,,,,
27253,维康腾达生物科技有限公司,,,,
27254,南阳东明微粉有限公司,,,,
27255,南召金水实业有限公司,,,,
27256,南阳市唯材会实业有限公司,,,,
27257,河南鑫格尔建材有限公司,,,,
27258,南阳市纵横网络科技有限公司,,,,
27259,新野县豪杰装饰印务有限公司,,,,
